ULRID	C1-R1-TFs-ids	C1-R1-TFs-genes	C1-R1-ids	C1-R1-genes	C1-R1-PW	C1-R1-ID	C1-R1-TYPE	SocektPairs_TF	SocketPairs_Ligand
1441	NA	NA	NA	NA	NA	NA	NA	PPARG	ANXA1
1442	NA	NA	NA	NA	NA	NA	NA	PPARD	ANXA1
1443	NA	NA	NA	NA	NA	NA	NA	TRIM28	ANXA1
1444	NA	NA	NA	NA	NA	NA	NA	SMARCA4	ANXA1
1445	NA	NA	NA	NA	NA	NA	NA	YAP1	ANXA1
1446	NA	NA	NA	NA	NA	NA	NA	SOX17	ANXA1
1447	NA	NA	NA	NA	NA	NA	NA	ATF3	ANXA1
1448	NA	NA	NA	NA	NA	NA	NA	SMAD2	ANXA1
1449	NA	NA	NA	NA	NA	NA	NA	SMAD3	ANXA1
1450	NA	NA	NA	NA	NA	NA	NA	YY1	ANXA1
1451	NA	NA	NA	NA	NA	NA	NA	STAT4	ANXA1
1452	NA	NA	NA	NA	NA	NA	NA	POU3F2	ANXA1
1453	NA	NA	NA	NA	NA	NA	NA	RARG	ANXA1
1454	NA	NA	NA	NA	NA	NA	NA	TTF2	L1CAM
1455	NA	NA	NA	NA	NA	NA	NA	CREB1	L1CAM
1456	NA	NA	NA	NA	NA	NA	NA	E2F1	L1CAM
1457	NA	NA	NA	NA	NA	NA	NA	KLF4	L1CAM
1458	NA	NA	NA	NA	NA	NA	NA	SOX2	L1CAM
1459	NA	NA	NA	NA	NA	NA	NA	GATA2	L1CAM
1460	NA	NA	NA	NA	NA	NA	NA	RCOR3	L1CAM
1461	NA	NA	NA	NA	NA	NA	NA	SIN3B	L1CAM
1462	NA	NA	NA	NA	NA	NA	NA	REST	L1CAM
1463	NA	NA	NA	NA	NA	NA	NA	SRY	L1CAM
1464	NA	NA	NA	NA	NA	NA	NA	WT1	L1CAM
1465	NA	NA	NA	NA	NA	NA	NA	CUX1	L1CAM
1466	NA	NA	NA	NA	NA	NA	NA	MECOM	L1CAM
1467	NA	NA	NA	NA	NA	NA	NA	SUZ12	L1CAM
1468	NA	NA	NA	NA	NA	NA	NA	PBX1	L1CAM
1469	NA	NA	NA	NA	NA	NA	NA	RCOR2	L1CAM
1470	NA	NA	NA	NA	NA	NA	NA	IKZF1	L1CAM
1471	NA	NA	NA	NA	NA	NA	NA	AHR	EFEMP1
1472	NA	NA	NA	NA	NA	NA	NA	ARNT	EFEMP1
1473	NA	NA	NA	NA	NA	NA	NA	ZNF217	EFEMP1
1474	NA	NA	NA	NA	NA	NA	NA	STAT3	EFEMP1
1475	NA	NA	NA	NA	NA	NA	NA	TCF4	EFEMP1
1476	NA	NA	NA	NA	NA	NA	NA	SMAD4	EFEMP1
1477	NA	NA	NA	NA	NA	NA	NA	TP63	EFEMP1
1478	NA	NA	NA	NA	NA	NA	NA	RUNX1	EFEMP1
1479	NA	NA	NA	NA	NA	NA	NA	SOX2	EFEMP1
1480	NA	NA	NA	NA	NA	NA	NA	MITF	EFEMP1
1481	NA	NA	NA	NA	NA	NA	NA	PPARG	EFEMP1
1482	NA	NA	NA	NA	NA	NA	NA	GATA2	EFEMP1
1483	NA	NA	NA	NA	NA	NA	NA	EOMES	EFEMP1
1484	NA	NA	NA	NA	NA	NA	NA	PPARD	EFEMP1
1485	NA	NA	NA	NA	NA	NA	NA	TET1	EFEMP1
1486	NA	NA	NA	NA	NA	NA	NA	TRIM28	EFEMP1
1487	NA	NA	NA	NA	NA	NA	NA	ESR1	EFEMP1
1488	NA	NA	NA	NA	NA	NA	NA	OLIG2	EFEMP1
1489	NA	NA	NA	NA	NA	NA	NA	SMARCA4	EFEMP1
1490	NA	NA	NA	NA	NA	NA	NA	NR3C1	EFEMP1
1491	NA	NA	NA	NA	NA	NA	NA	SUZ12	EFEMP1
1492	NA	NA	NA	NA	NA	NA	NA	BACH1	EFEMP1
1493	NA	NA	NA	NA	NA	NA	NA	CDX2	EFEMP1
1494	NA	NA	NA	NA	NA	NA	NA	TCF7L2	EFEMP1
1495	NA	NA	NA	NA	NA	NA	NA	EGR1	FGL1
1496	NA	NA	NA	NA	NA	NA	NA	PPARG	FGL1
1497	NA	NA	NA	NA	NA	NA	NA	FOXA2	FGL1
1498	NA	NA	NA	NA	NA	NA	NA	HNF4A	FGL1
1499	NA	NA	NA	NA	NA	NA	NA	ESR1	FGL1
1500	NA	NA	NA	NA	NA	NA	NA	SMARCA4	FGL1
1501	NA	NA	NA	NA	NA	NA	NA	YAP1	FGL1
1502	NA	NA	NA	NA	NA	NA	NA	SALL4	FGL1
1503	NA	NA	NA	NA	NA	NA	NA	CUX1	FGL1
1504	NA	NA	NA	NA	NA	NA	NA	GATA4	FGL1
1505	NA	NA	NA	NA	NA	NA	NA	RAD21	FGL1
1506	NA	NA	NA	NA	NA	NA	NA	POU3F2	FGL1
1507	NA	NA	NA	NA	NA	NA	NA	CDX2	FGL1
1508	NA	NA	NA	NA	NA	NA	NA	ELK1	TGFA
1509	NA	NA	NA	NA	NA	NA	NA	TCF4	TGFA
1510	NA	NA	NA	NA	NA	NA	NA	TP63	TGFA
1511	NA	NA	NA	NA	NA	NA	NA	RUNX1	TGFA
1512	NA	NA	NA	NA	NA	NA	NA	SPI1	TGFA
1513	NA	NA	NA	NA	NA	NA	NA	NANOG	TGFA
1514	NA	NA	NA	NA	NA	NA	NA	POU5F1	TGFA
1515	NA	NA	NA	NA	NA	NA	NA	SOX2	TGFA
1516	NA	NA	NA	NA	NA	NA	NA	TP53	TGFA
1517	NA	NA	NA	NA	NA	NA	NA	FOXA2	TGFA
1518	NA	NA	NA	NA	NA	NA	NA	GATA1	TGFA
1519	NA	NA	NA	NA	NA	NA	NA	KDM5B	TGFA
1520	NA	NA	NA	NA	NA	NA	NA	REST	TGFA
1521	NA	NA	NA	NA	NA	NA	NA	FOXP1	TGFA
1522	NA	NA	NA	NA	NA	NA	NA	PPARD	TGFA
1523	NA	NA	NA	NA	NA	NA	NA	TAL1	TGFA
1524	NA	NA	NA	NA	NA	NA	NA	SOX9	TGFA
1525	NA	NA	NA	NA	NA	NA	NA	ESR1	TGFA
1526	NA	NA	NA	NA	NA	NA	NA	SMARCA4	TGFA
1527	NA	NA	NA	NA	NA	NA	NA	SMAD2	TGFA
1528	NA	NA	NA	NA	NA	NA	NA	SMAD3	TGFA
1529	NA	NA	NA	NA	NA	NA	NA	CTCF	TGFA
1530	NA	NA	NA	NA	NA	NA	NA	SUZ12	TGFA
1531	NA	NA	NA	NA	NA	NA	NA	RCOR1	TGFA
1532	NA	NA	NA	NA	NA	NA	NA	NUCKS1	TGFA
1533	NA	NA	NA	NA	NA	NA	NA	NR1I2	TGFA
1534	NA	NA	NA	NA	NA	NA	NA	GBX2	TGFA
1535	NA	NA	NA	NA	NA	NA	NA	TCF21	TGFA
1536	NA	NA	NA	NA	NA	NA	NA	AP1S2	ARF4
1537	NA	NA	NA	NA	NA	NA	NA	ETS1	ARF4
1538	NA	NA	NA	NA	NA	NA	NA	VDR	ARF4
1539	NA	NA	NA	NA	NA	NA	NA	TTF2	ARF4
1540	NA	NA	NA	NA	NA	NA	NA	XRN2	ARF4
1541	NA	NA	NA	NA	NA	NA	NA	ELK1	ARF4
1542	NA	NA	NA	NA	NA	NA	NA	CREB1	ARF4
1543	NA	NA	NA	NA	NA	NA	NA	CREM	ARF4
1544	NA	NA	NA	NA	NA	NA	NA	FLI1	ARF4
1545	NA	NA	NA	NA	NA	NA	NA	SPI1	ARF4
1546	NA	NA	NA	NA	NA	NA	NA	KLF4	ARF4
1547	NA	NA	NA	NA	NA	NA	NA	NANOG	ARF4
1548	NA	NA	NA	NA	NA	NA	NA	SOX2	ARF4
1549	NA	NA	NA	NA	NA	NA	NA	MITF	ARF4
1550	NA	NA	NA	NA	NA	NA	NA	GATA1	ARF4
1551	NA	NA	NA	NA	NA	NA	NA	ZFX	ARF4
1552	NA	NA	NA	NA	NA	NA	NA	SIN3B	ARF4
1553	NA	NA	NA	NA	NA	NA	NA	REST	ARF4
1554	NA	NA	NA	NA	NA	NA	NA	ASH2L	ARF4
1555	NA	NA	NA	NA	NA	NA	NA	TET1	ARF4
1556	NA	NA	NA	NA	NA	NA	NA	ERG	ARF4
1557	NA	NA	NA	NA	NA	NA	NA	CNOT3	ARF4
1558	NA	NA	NA	NA	NA	NA	NA	TRIM28	ARF4
1559	NA	NA	NA	NA	NA	NA	NA	SOX9	ARF4
1560	NA	NA	NA	NA	NA	NA	NA	ZNF281	ARF4
1561	NA	NA	NA	NA	NA	NA	NA	ATF3	ARF4
1562	NA	NA	NA	NA	NA	NA	NA	CUX1	ARF4
1563	NA	NA	NA	NA	NA	NA	NA	CCND1	ARF4
1564	NA	NA	NA	NA	NA	NA	NA	HOXB4	ARF4
1565	NA	NA	NA	NA	NA	NA	NA	YY1	ARF4
1566	NA	NA	NA	NA	NA	NA	NA	ZFP42	ARF4
1567	NA	NA	NA	NA	NA	NA	NA	MECOM	ARF4
1568	NA	NA	NA	NA	NA	NA	NA	STAT4	ARF4
1569	NA	NA	NA	NA	NA	NA	NA	BMI1	ARF4
1570	NA	NA	NA	NA	NA	NA	NA	NUCKS1	ARF4
1571	NA	NA	NA	NA	NA	NA	NA	NACC1	ARF4
1572	NA	NA	NA	NA	NA	NA	NA	TAF7L	ARF4
1573	NA	NA	NA	NA	NA	NA	NA	ELF1	ARF4
1574	NA	NA	NA	NA	NA	NA	NA	RARG	ARF4
1575	NA	NA	NA	NA	NA	NA	NA	MYBL1	ARF4
1576	NA	NA	NA	NA	NA	NA	NA	ZNF217	ANG
1577	NA	NA	NA	NA	NA	NA	NA	TCF4	ANG
1578	NA	NA	NA	NA	NA	NA	NA	RUNX1	ANG
1579	NA	NA	NA	NA	NA	NA	NA	TP53	ANG
1580	NA	NA	NA	NA	NA	NA	NA	PPARG	ANG
1581	NA	NA	NA	NA	NA	NA	NA	FOXA2	ANG
1582	NA	NA	NA	NA	NA	NA	NA	HNF4A	ANG
1583	NA	NA	NA	NA	NA	NA	NA	E2F4	ANG
1584	NA	NA	NA	NA	NA	NA	NA	RCOR3	ANG
1585	NA	NA	NA	NA	NA	NA	NA	ATF3	ANG
1586	NA	NA	NA	NA	NA	NA	NA	PBX1	ANG
1587	NA	NA	NA	NA	NA	NA	NA	HSF1	ANG
1588	NA	NA	NA	NA	NA	NA	NA	TBP	ANG
1589	NA	NA	NA	NA	NA	NA	NA	DCP1A	ANG
1590	NA	NA	NA	NA	NA	NA	NA	PADI4	ANG
1591	NA	NA	NA	NA	NA	NA	NA	IRF8	ANG
1592	NA	NA	NA	NA	NA	NA	NA	RCOR2	ANG
1593	NA	NA	NA	NA	NA	NA	NA	AHR	GSTP1
1594	NA	NA	NA	NA	NA	NA	NA	ARNT	GSTP1
1595	NA	NA	NA	NA	NA	NA	NA	TP63	GSTP1
1596	NA	NA	NA	NA	NA	NA	NA	E2F1	GSTP1
1597	NA	NA	NA	NA	NA	NA	NA	MYC	GSTP1
1598	NA	NA	NA	NA	NA	NA	NA	KLF4	GSTP1
1599	NA	NA	NA	NA	NA	NA	NA	NANOG	GSTP1
1600	NA	NA	NA	NA	NA	NA	NA	POU5F1	GSTP1
1601	NA	NA	NA	NA	NA	NA	NA	SOX2	GSTP1
1602	NA	NA	NA	NA	NA	NA	NA	EGR1	GSTP1
1603	NA	NA	NA	NA	NA	NA	NA	PPARG	GSTP1
1604	NA	NA	NA	NA	NA	NA	NA	FOXA2	GSTP1
1605	NA	NA	NA	NA	NA	NA	NA	HNF4A	GSTP1
1606	NA	NA	NA	NA	NA	NA	NA	E2F4	GSTP1
1607	NA	NA	NA	NA	NA	NA	NA	RCOR3	GSTP1
1608	NA	NA	NA	NA	NA	NA	NA	SETDB1	GSTP1
1609	NA	NA	NA	NA	NA	NA	NA	EOMES	GSTP1
1610	NA	NA	NA	NA	NA	NA	NA	TFAP2C	GSTP1
1611	NA	NA	NA	NA	NA	NA	NA	FOXP1	GSTP1
1612	NA	NA	NA	NA	NA	NA	NA	PPARD	GSTP1
1613	NA	NA	NA	NA	NA	NA	NA	SMARCA4	GSTP1
1614	NA	NA	NA	NA	NA	NA	NA	ZNF281	GSTP1
1615	NA	NA	NA	NA	NA	NA	NA	KLF1	GSTP1
1616	NA	NA	NA	NA	NA	NA	NA	MYBL2	GSTP1
1617	NA	NA	NA	NA	NA	NA	NA	SRF	GSTP1
1618	NA	NA	NA	NA	NA	NA	NA	TBX5	GSTP1
1619	NA	NA	NA	NA	NA	NA	NA	FOXP2	GSTP1
1620	NA	NA	NA	NA	NA	NA	NA	TCF7	GSTP1
1621	NA	NA	NA	NA	NA	NA	NA	BMI1	GSTP1
1622	NA	NA	NA	NA	NA	NA	NA	JUN	GSTP1
1623	NA	NA	NA	NA	NA	NA	NA	LMO2	GSTP1
1624	NA	NA	NA	NA	NA	NA	NA	RELA	GSTP1
1625	NA	NA	NA	NA	NA	NA	NA	TBP	GSTP1
1626	NA	NA	NA	NA	NA	NA	NA	NACC1	GSTP1
1627	NA	NA	NA	NA	NA	NA	NA	NR0B1	GSTP1
1628	NA	NA	NA	NA	NA	NA	NA	CDX2	GSTP1
1629	NA	NA	NA	NA	NA	NA	NA	ETS2	GSTP1
1630	NA	NA	NA	NA	NA	NA	NA	SALL1	GSTP1
1631	NA	NA	NA	NA	NA	NA	NA	PHF8	HSP90AA1
1632	NA	NA	NA	NA	NA	NA	NA	CREM	HSP90AA1
1633	NA	NA	NA	NA	NA	NA	NA	E2F1	HSP90AA1
1634	NA	NA	NA	NA	NA	NA	NA	RUNX1	HSP90AA1
1635	NA	NA	NA	NA	NA	NA	NA	MYC	HSP90AA1
1636	NA	NA	NA	NA	NA	NA	NA	SPI1	HSP90AA1
1637	NA	NA	NA	NA	NA	NA	NA	KLF4	HSP90AA1
1638	NA	NA	NA	NA	NA	NA	NA	NANOG	HSP90AA1
1639	NA	NA	NA	NA	NA	NA	NA	POU5F1	HSP90AA1
1640	NA	NA	NA	NA	NA	NA	NA	SOX2	HSP90AA1
1641	NA	NA	NA	NA	NA	NA	NA	TCF3	HSP90AA1
1642	NA	NA	NA	NA	NA	NA	NA	EGR1	HSP90AA1
1643	NA	NA	NA	NA	NA	NA	NA	MITF	HSP90AA1
1644	NA	NA	NA	NA	NA	NA	NA	PPARG	HSP90AA1
1645	NA	NA	NA	NA	NA	NA	NA	FOXA2	HSP90AA1
1646	NA	NA	NA	NA	NA	NA	NA	GATA2	HSP90AA1
1647	NA	NA	NA	NA	NA	NA	NA	ZFX	HSP90AA1
1648	NA	NA	NA	NA	NA	NA	NA	E2F4	HSP90AA1
1649	NA	NA	NA	NA	NA	NA	NA	RCOR3	HSP90AA1
1650	NA	NA	NA	NA	NA	NA	NA	SIN3B	HSP90AA1
1651	NA	NA	NA	NA	NA	NA	NA	REST	HSP90AA1
1652	NA	NA	NA	NA	NA	NA	NA	EOMES	HSP90AA1
1653	NA	NA	NA	NA	NA	NA	NA	TFAP2C	HSP90AA1
1654	NA	NA	NA	NA	NA	NA	NA	FOXP1	HSP90AA1
1655	NA	NA	NA	NA	NA	NA	NA	PPARD	HSP90AA1
1656	NA	NA	NA	NA	NA	NA	NA	MYCN	HSP90AA1
1657	NA	NA	NA	NA	NA	NA	NA	TAL1	HSP90AA1
1658	NA	NA	NA	NA	NA	NA	NA	TRIM28	HSP90AA1
1659	NA	NA	NA	NA	NA	NA	NA	SOX9	HSP90AA1
1660	NA	NA	NA	NA	NA	NA	NA	FOXO3	HSP90AA1
1661	NA	NA	NA	NA	NA	NA	NA	SMARCA4	HSP90AA1
1662	NA	NA	NA	NA	NA	NA	NA	ZNF281	HSP90AA1
1663	NA	NA	NA	NA	NA	NA	NA	SMAD2	HSP90AA1
1664	NA	NA	NA	NA	NA	NA	NA	SMAD3	HSP90AA1
1665	NA	NA	NA	NA	NA	NA	NA	CUX1	HSP90AA1
1666	NA	NA	NA	NA	NA	NA	NA	MYBL2	HSP90AA1
1667	NA	NA	NA	NA	NA	NA	NA	JUN	HSP90AA1
1668	NA	NA	NA	NA	NA	NA	NA	MYB	HSP90AA1
1669	NA	NA	NA	NA	NA	NA	NA	NUCKS1	HSP90AA1
1670	NA	NA	NA	NA	NA	NA	NA	RELA	HSP90AA1
1671	NA	NA	NA	NA	NA	NA	NA	HSF1	HSP90AA1
1672	NA	NA	NA	NA	NA	NA	NA	SMAD1	HSP90AA1
1673	NA	NA	NA	NA	NA	NA	NA	CLOCK	HSP90AA1
1674	NA	NA	NA	NA	NA	NA	NA	RCOR2	HSP90AA1
1675	NA	NA	NA	NA	NA	NA	NA	MYBL1	HSP90AA1
1676	NA	NA	NA	NA	NA	NA	NA	STAT3	CNTF
1677	NA	NA	NA	NA	NA	NA	NA	TP63	CNTF
1678	NA	NA	NA	NA	NA	NA	NA	E2F1	CNTF
1679	NA	NA	NA	NA	NA	NA	NA	NANOG	CNTF
1680	NA	NA	NA	NA	NA	NA	NA	MITF	CNTF
1681	NA	NA	NA	NA	NA	NA	NA	CHD1	CNTF
1682	NA	NA	NA	NA	NA	NA	NA	BMI1	CNTF
1683	NA	NA	NA	NA	NA	NA	NA	PBX1	CNTF
1684	NA	NA	NA	NA	NA	NA	NA	MYB	CNTF
1685	NA	NA	NA	NA	NA	NA	NA	HCFC1	CNTF
1686	NA	NA	NA	NA	NA	NA	NA	THAP11	CNTF
1687	NA	NA	NA	NA	NA	NA	NA	HTT	CNTF
1688	NA	NA	NA	NA	NA	NA	NA	NFE2L2	BTC
1689	NA	NA	NA	NA	NA	NA	NA	AR	BTC
1690	NA	NA	NA	NA	NA	NA	NA	TCF4	BTC
1691	NA	NA	NA	NA	NA	NA	NA	TP63	BTC
1692	NA	NA	NA	NA	NA	NA	NA	SPI1	BTC
1693	NA	NA	NA	NA	NA	NA	NA	SOX2	BTC
1694	NA	NA	NA	NA	NA	NA	NA	PPARG	BTC
1695	NA	NA	NA	NA	NA	NA	NA	HNF4A	BTC
1696	NA	NA	NA	NA	NA	NA	NA	REST	BTC
1697	NA	NA	NA	NA	NA	NA	NA	TFAP2C	BTC
1698	NA	NA	NA	NA	NA	NA	NA	FOXO3	BTC
1699	NA	NA	NA	NA	NA	NA	NA	SMARCA4	BTC
1700	NA	NA	NA	NA	NA	NA	NA	SALL4	BTC
1701	NA	NA	NA	NA	NA	NA	NA	SOX17	BTC
1702	NA	NA	NA	NA	NA	NA	NA	CTCF	BTC
1703	NA	NA	NA	NA	NA	NA	NA	LYL1	BTC
1704	NA	NA	NA	NA	NA	NA	NA	HSF1	BTC
1705	NA	NA	NA	NA	NA	NA	NA	TCF7L2	BTC
1706	NA	NA	NA	NA	NA	NA	NA	IRF8	BTC
1707	NA	NA	NA	NA	NA	NA	NA	HTT	BTC
1708	NA	NA	NA	NA	NA	NA	NA	NA	CCN2
1709	NA	NA	NA	NA	NA	NA	NA	NFE2L2	LRIG2
1710	NA	NA	NA	NA	NA	NA	NA	XRN2	LRIG2
1711	NA	NA	NA	NA	NA	NA	NA	SMAD4	LRIG2
1712	NA	NA	NA	NA	NA	NA	NA	CREB1	LRIG2
1713	NA	NA	NA	NA	NA	NA	NA	CREM	LRIG2
1714	NA	NA	NA	NA	NA	NA	NA	E2F1	LRIG2
1715	NA	NA	NA	NA	NA	NA	NA	FLI1	LRIG2
1716	NA	NA	NA	NA	NA	NA	NA	SPI1	LRIG2
1717	NA	NA	NA	NA	NA	NA	NA	MITF	LRIG2
1718	NA	NA	NA	NA	NA	NA	NA	TP53	LRIG2
1719	NA	NA	NA	NA	NA	NA	NA	PPARG	LRIG2
1720	NA	NA	NA	NA	NA	NA	NA	HNF4A	LRIG2
1721	NA	NA	NA	NA	NA	NA	NA	GATA1	LRIG2
1722	NA	NA	NA	NA	NA	NA	NA	GATA2	LRIG2
1723	NA	NA	NA	NA	NA	NA	NA	TFAP2C	LRIG2
1724	NA	NA	NA	NA	NA	NA	NA	CNOT3	LRIG2
1725	NA	NA	NA	NA	NA	NA	NA	TRIM28	LRIG2
1726	NA	NA	NA	NA	NA	NA	NA	FOXO3	LRIG2
1727	NA	NA	NA	NA	NA	NA	NA	YAP1	LRIG2
1728	NA	NA	NA	NA	NA	NA	NA	RUNX2	LRIG2
1729	NA	NA	NA	NA	NA	NA	NA	SCLY	LRIG2
1730	NA	NA	NA	NA	NA	NA	NA	MECOM	LRIG2
1731	NA	NA	NA	NA	NA	NA	NA	CTCF	LRIG2
1732	NA	NA	NA	NA	NA	NA	NA	TBX3	LRIG2
1733	NA	NA	NA	NA	NA	NA	NA	EWSR1	LRIG2
1734	NA	NA	NA	NA	NA	NA	NA	ASXL1	LRIG2
1735	NA	NA	NA	NA	NA	NA	NA	TFEB	LRIG2
1736	NA	NA	NA	NA	NA	NA	NA	STAT3	EPGN
1737	NA	NA	NA	NA	NA	NA	NA	TP63	EPGN
1738	NA	NA	NA	NA	NA	NA	NA	SPI1	EPGN
1739	NA	NA	NA	NA	NA	NA	NA	PPARG	EPGN
1740	NA	NA	NA	NA	NA	NA	NA	GATA1	EPGN
1741	NA	NA	NA	NA	NA	NA	NA	GATA2	EPGN
1742	NA	NA	NA	NA	NA	NA	NA	RUNX2	EPGN
1743	NA	NA	NA	NA	NA	NA	NA	POU3F2	EPGN
1744	NA	NA	NA	NA	NA	NA	NA	STAT1	EPGN
1745	NA	NA	NA	NA	NA	NA	NA	NFE2L2	VEGFA
1746	NA	NA	NA	NA	NA	NA	NA	PHF8	VEGFA
1747	NA	NA	NA	NA	NA	NA	NA	AR	VEGFA
1748	NA	NA	NA	NA	NA	NA	NA	STAT3	VEGFA
1749	NA	NA	NA	NA	NA	NA	NA	SMAD4	VEGFA
1750	NA	NA	NA	NA	NA	NA	NA	TP63	VEGFA
1751	NA	NA	NA	NA	NA	NA	NA	RUNX1	VEGFA
1752	NA	NA	NA	NA	NA	NA	NA	MYC	VEGFA
1753	NA	NA	NA	NA	NA	NA	NA	SOX2	VEGFA
1754	NA	NA	NA	NA	NA	NA	NA	EGR1	VEGFA
1755	NA	NA	NA	NA	NA	NA	NA	TP53	VEGFA
1756	NA	NA	NA	NA	NA	NA	NA	PPARG	VEGFA
1757	NA	NA	NA	NA	NA	NA	NA	HNF4A	VEGFA
1758	NA	NA	NA	NA	NA	NA	NA	RCOR3	VEGFA
1759	NA	NA	NA	NA	NA	NA	NA	REST	VEGFA
1760	NA	NA	NA	NA	NA	NA	NA	TFAP2C	VEGFA
1761	NA	NA	NA	NA	NA	NA	NA	FOXP1	VEGFA
1762	NA	NA	NA	NA	NA	NA	NA	TAL1	VEGFA
1763	NA	NA	NA	NA	NA	NA	NA	TRIM28	VEGFA
1764	NA	NA	NA	NA	NA	NA	NA	FOXO3	VEGFA
1765	NA	NA	NA	NA	NA	NA	NA	ESR1	VEGFA
1766	NA	NA	NA	NA	NA	NA	NA	WT1	VEGFA
1767	NA	NA	NA	NA	NA	NA	NA	ZNF281	VEGFA
1768	NA	NA	NA	NA	NA	NA	NA	PRDM14	VEGFA
1769	NA	NA	NA	NA	NA	NA	NA	NR3C1	VEGFA
1770	NA	NA	NA	NA	NA	NA	NA	RUNX2	VEGFA
1771	NA	NA	NA	NA	NA	NA	NA	SCLY	VEGFA
1772	NA	NA	NA	NA	NA	NA	NA	MECOM	VEGFA
1773	NA	NA	NA	NA	NA	NA	NA	EZH2	VEGFA
1774	NA	NA	NA	NA	NA	NA	NA	MTF2	VEGFA
1775	NA	NA	NA	NA	NA	NA	NA	NUCKS1	VEGFA
1776	NA	NA	NA	NA	NA	NA	NA	BACH1	VEGFA
1777	NA	NA	NA	NA	NA	NA	NA	TBP	VEGFA
1778	NA	NA	NA	NA	NA	NA	NA	BCL3	VEGFA
1779	NA	NA	NA	NA	NA	NA	NA	TAF7L	VEGFA
1780	NA	NA	NA	NA	NA	NA	NA	CDX2	VEGFA
1781	NA	NA	NA	NA	NA	NA	NA	PRDM5	VEGFA
1782	NA	NA	NA	NA	NA	NA	NA	RARG	VEGFA
1783	NA	NA	NA	NA	NA	NA	NA	BP1	VEGFA
1784	NA	NA	NA	NA	NA	NA	NA	ZNF217	CALM1
1785	NA	NA	NA	NA	NA	NA	NA	ETS1	CALM1
1786	NA	NA	NA	NA	NA	NA	NA	TTF2	CALM1
1787	NA	NA	NA	NA	NA	NA	NA	XRN2	CALM1
1788	NA	NA	NA	NA	NA	NA	NA	PHF8	CALM1
1789	NA	NA	NA	NA	NA	NA	NA	AR	CALM1
1790	NA	NA	NA	NA	NA	NA	NA	STAT3	CALM1
1791	NA	NA	NA	NA	NA	NA	NA	TCF4	CALM1
1792	NA	NA	NA	NA	NA	NA	NA	SMAD4	CALM1
1793	NA	NA	NA	NA	NA	NA	NA	TP63	CALM1
1794	NA	NA	NA	NA	NA	NA	NA	CREB1	CALM1
1795	NA	NA	NA	NA	NA	NA	NA	CREM	CALM1
1796	NA	NA	NA	NA	NA	NA	NA	E2F1	CALM1
1797	NA	NA	NA	NA	NA	NA	NA	FLI1	CALM1
1798	NA	NA	NA	NA	NA	NA	NA	RUNX1	CALM1
1799	NA	NA	NA	NA	NA	NA	NA	MYC	CALM1
1800	NA	NA	NA	NA	NA	NA	NA	SPI1	CALM1
1801	NA	NA	NA	NA	NA	NA	NA	KLF4	CALM1
1802	NA	NA	NA	NA	NA	NA	NA	NANOG	CALM1
1803	NA	NA	NA	NA	NA	NA	NA	POU5F1	CALM1
1804	NA	NA	NA	NA	NA	NA	NA	SOX2	CALM1
1805	NA	NA	NA	NA	NA	NA	NA	TCF3	CALM1
1806	NA	NA	NA	NA	NA	NA	NA	EGR1	CALM1
1807	NA	NA	NA	NA	NA	NA	NA	MITF	CALM1
1808	NA	NA	NA	NA	NA	NA	NA	TP53	CALM1
1809	NA	NA	NA	NA	NA	NA	NA	GATA1	CALM1
1810	NA	NA	NA	NA	NA	NA	NA	GATA2	CALM1
1811	NA	NA	NA	NA	NA	NA	NA	ZFX	CALM1
1812	NA	NA	NA	NA	NA	NA	NA	E2F4	CALM1
1813	NA	NA	NA	NA	NA	NA	NA	RCOR3	CALM1
1814	NA	NA	NA	NA	NA	NA	NA	SIN3B	CALM1
1815	NA	NA	NA	NA	NA	NA	NA	REST	CALM1
1816	NA	NA	NA	NA	NA	NA	NA	SETDB1	CALM1
1817	NA	NA	NA	NA	NA	NA	NA	ASH2L	CALM1
1818	NA	NA	NA	NA	NA	NA	NA	TFAP2C	CALM1
1819	NA	NA	NA	NA	NA	NA	NA	FOXP1	CALM1
1820	NA	NA	NA	NA	NA	NA	NA	TET1	CALM1
1821	NA	NA	NA	NA	NA	NA	NA	MYCN	CALM1
1822	NA	NA	NA	NA	NA	NA	NA	GFI1B	CALM1
1823	NA	NA	NA	NA	NA	NA	NA	TAL1	CALM1
1824	NA	NA	NA	NA	NA	NA	NA	CNOT3	CALM1
1825	NA	NA	NA	NA	NA	NA	NA	TRIM28	CALM1
1826	NA	NA	NA	NA	NA	NA	NA	SOX9	CALM1
1827	NA	NA	NA	NA	NA	NA	NA	SRY	CALM1
1828	NA	NA	NA	NA	NA	NA	NA	ESR1	CALM1
1829	NA	NA	NA	NA	NA	NA	NA	SOX17	CALM1
1830	NA	NA	NA	NA	NA	NA	NA	WT1	CALM1
1831	NA	NA	NA	NA	NA	NA	NA	DMRT1	CALM1
1832	NA	NA	NA	NA	NA	NA	NA	PRDM14	CALM1
1833	NA	NA	NA	NA	NA	NA	NA	TFCP2L1	CALM1
1834	NA	NA	NA	NA	NA	NA	NA	ATF3	CALM1
1835	NA	NA	NA	NA	NA	NA	NA	RUNX2	CALM1
1836	NA	NA	NA	NA	NA	NA	NA	YY1	CALM1
1837	NA	NA	NA	NA	NA	NA	NA	GATA4	CALM1
1838	NA	NA	NA	NA	NA	NA	NA	MEF2A	CALM1
